GLCMcorrelation,GlobalEntropy,LBPentropy,EdgeDensity,EnergyRatio,SpectralVariance,Mean_RGB,Std_RGB,Skew_RGB,Label
0.9075418,7.123965,7.01261,0.250996,0.7755017,1.070211,75.11013,60.90529,0.2685333,1
0.9419178,7.051235,11.64307,0.200574,0.7674142,1.20344,89.85636,50.62778,0.2730452,1
0.8995289,7.71287,16.50851,0.2257653,0.7622824,1.297004,109.5244,56.89038,0.5734829,1
0.9238794,7.424938,7.013929,0.2638889,0.7772878,1.372654,88.78909,43.92873,0.0519801,1
0.9091471,7.1138,7.893224,0.1961097,0.7602279,1.593367,61.36227,63.49379,1.231234,1
0.9261488,7.05111,10.16959,0.1558608,0.7681251,1.475301,58.62577,52.14152,1.098485,1
0.9328368,7.092772,6.473725,0.1970663,0.7676449,1.409651,86.87559,46.93074,0.03796903,1
0.917639,7.23512,8.313136,0.2133291,0.7720793,1.157606,90.82351,55.89157,-0.1598478,1
0.8444026,7.245153,8.687841,0.1741405,0.7728798,1.218108,82.42691,52.37606,1.235271,1
0.9239341,7.059353,17.22073,0.203125,0.7550318,1.522251,74.85505,37.63595,1.546509,1
0.8991351,7.271533,11.70463,0.2047194,0.7711058,1.373545,75.66943,48.97317,0.6237075,1
0.9512933,7.748537,9.64759,0.2075893,0.7733747,1.327396,132.3074,60.48744,-0.3012988,1
0.9392687,7.233579,16.08663,0.2104592,0.76372,1.309489,167.4522,53.14064,-0.6983223,1
0.972489,7.194044,8.721684,0.1635842,0.7601645,1.669859,138.8264,72.09,-0.6850217,1
0.9381846,7.165859,14.61986,0.1804847,0.7637165,1.423474,126.0939,50.0748,-0.4968631,1
0.953892,6.256091,7.936835,0.1702806,0.7581917,1.455361,66.18331,36.21982,0.3541317,1
0.9435052,7.623547,11.58416,0.205676,0.7757971,1.075559,122.2506,71.33877,-0.1698025,1
0.9110313,7.410614,8.951969,0.2403698,0.7751798,1.11487,88.97196,49.98001,0.02554707,1
0.9022523,6.828301,9.561202,0.2206633,0.7709702,1.173178,66.44608,32.95816,-0.03882528,1
0.9783255,5.508156,9.764347,0.2139668,0.7620247,1.46692,113.2041,102.8487,0.5527655,1
0.922269,7.673131,9.072815,0.2289541,0.7724434,1.223677,125.2087,64.52228,-0.3043469,1
0.8981189,7.285354,11.7621,0.2270408,0.7720531,1.230936,84.83323,51.25043,0.1318073,1
0.9047354,7.328766,12.62687,0.2193878,0.7718676,1.126488,83.70708,43.99685,0.005478939,1
0.8663506,7.409423,10.75204,0.2079082,0.77543,0.9513135,95.82555,55.54287,0.104828,1
0.9019784,7.488658,14.92507,0.2276786,0.7781514,1.222396,77.93829,52.18587,1.077072,1
0.9290145,7.430839,12.60383,0.2241709,0.7713963,1.31875,90.73025,52.51948,0.2943049,1
0.8932729,7.342187,8.906032,0.2158801,0.7750881,1.192455,71.58594,53.25619,0.8818932,1
0.9545144,7.616703,11.0982,0.2248087,0.773697,1.491047,110.5015,71.49969,0.009503921,1
0.840655,6.978747,9.985611,0.2611607,0.7821636,0.8210031,101.3871,49.08604,-0.4715489,1
0.8203968,6.308991,11.26716,0.2066327,0.7661633,1.298042,67.76057,37.08746,0.6187398,1
0.9564567,6.647316,8.734759,0.1951531,0.7701906,1.594018,142.1981,53.33728,-1.583082,1
0.9563695,7.690779,13.50422,0.192936,0.7660199,1.515505,135.9672,63.02436,-0.337144,1
0.9297302,7.572121,16.75691,0.1658163,0.7606333,1.355855,124.752,60.2028,0.01490974,1
0.8800228,6.825408,14.55348,0.1941964,0.7651473,1.427716,50.50916,37.68134,1.074479,1
0.9343864,7.575019,12.61035,0.2257653,0.774442,1.29245,79.65952,54.58187,0.5063683,1
0.9540239,7.210833,9.668128,0.2244898,0.7736656,1.172978,176.0155,49.75547,-1.627823,1
0.8756305,7.457588,6.433356,0.2200255,0.7690752,1.307754,81.79089,56.84664,0.3974885,1
0.946615,7.542706,13.50248,0.1935587,0.7584053,1.379188,90.14219,52.69122,0.2774228,1
