pca_feat0,pca_feat1,pca_feat2,pca_feat3,pca_feat4,pca_feat5,pca_feat6,pca_feat7,pca_feat8,pca_feat9,pca_feat10,pca_feat11,pca_feat12,pca_feat13,pca_feat14,pca_feat15,pca_feat16,pca_feat17,pca_feat18,pca_feat19,pca_feat20,pca_feat21,pca_feat22,pca_feat23,pca_feat24,pca_feat25,pca_feat26,pca_feat27,pca_feat28,pca_feat29,pca_feat30,pca_feat31,pca_feat32,pca_feat33,pca_feat34,pca_feat35,pca_feat36,pca_feat37,pca_feat38,pca_feat39,pca_feat40,pca_feat41,pca_feat42,pca_feat43,pca_feat44,pca_feat45,pca_feat46,pca_feat47,pca_feat48,pca_feat49,Label
-6.6426063,-8.183092,-4.7754874,-14.114216,-10.981161,9.15947,-6.0495768,5.579036,4.359428,-0.7023102,0.20269237,-1.20842,3.2672672,2.2927015,8.919086,15.385622,-0.29712698,6.3568773,2.266672,2.7400305,-3.2872941,-4.6196494,0.29933316,-2.3282144,-0.032727435,-6.451571,-0.8816497,-10.298879,6.3747606,4.922819,2.8760822,-3.920289,6.3724937,1.1669499,-3.837618,0.13224947,0.37319538,2.1504896,-2.8338153,0.67501336,-7.5984364,-6.676362,7.4559875,0.81764716,3.7085788,-0.17379084,-3.3566694,-0.5522184,2.9037855,-3.4156473,0
-6.868353,-14.443414,-1.8472071,-0.0972544,-0.7773732,1.9216002,14.64518,-0.2409236,-1.5268128,3.1944313,-5.643907,1.9352638,-0.5077893,-8.174481,3.6188543,-1.4366572,3.0457778,-7.1430235,1.3816245,-1.3053732,-0.47688672,-0.5027928,1.872757,-1.512507,8.087448,-1.0528593,0.29765755,1.0293834,-1.9303575,0.060205203,-1.5387387,1.9341855,1.2994927,1.6349965,-2.7442408,7.793266,-3.5867705,3.5862029,-1.2656592,5.176302,2.5446968,1.4421804,1.3883551,2.8753388,2.8809686,-2.1977022,-4.1250234,-0.7765026,1.9494755,-0.35966823,0
-12.648775,22.551939,-9.568093,3.6028087,-4.0426216,2.3054292,-1.0569224,-4.548821,3.690325,-6.4327655,1.4378588,3.0430472,1.0863215,-6.5180373,-0.27115703,-7.866716,1.9007272,-4.7829313,2.4946358,1.9844168,-0.5541654,-3.553024,-1.3574351,1.4716688,-2.0552707,-2.649379,0.6723106,1.9173748,1.529283,-3.3727872,6.7577667,-3.0465434,-2.501987,-1.780358,-1.9088906,-2.0707824,2.1554492,2.2523096,-4.1857476,0.40600273,-4.879212,2.6144485,2.2962067,1.7080541,2.886087,0.53068703,1.7890267,-7.921318,-1.2669715,1.8680047,0
8.455932,13.253163,5.6308513,4.5768356,4.1255884,-5.832441,-1.7500436,5.2279673,-2.6618557,-2.1984653,3.112177,-1.476516,-6.7488403,4.6165557,4.8852854,5.693654,1.2414057,1.4133736,6.2658,-4.5025663,-5.511445,-1.2034237,-0.35965943,-3.4096313,-0.13858368,-0.6998235,4.5201497,-0.17709197,-0.2399626,-2.6194596,6.6232085,-3.4372857,0.9194492,-2.9666712,-3.651379,3.1680596,-1.8211632,1.583179,-0.3325102,2.2621727,-8.403084,1.3580893,-0.17148614,-3.1519027,-2.5817084,0.8353749,-2.190388,2.6174736,0.6386877,-1.0839624,0
4.8651547,-5.2422647,10.065099,7.8091354,-1.9035681,-0.10820495,-4.829292,19.235174,-2.7211845,-3.6329615,-2.0303051,4.4238987,-2.9005916,-2.9563882,-1.0432941,1.4120047,9.197571,-0.72472936,7.085531,2.335132,6.2546196,6.8019485,0.54432815,-2.8694313,4.322261,-3.4030468,5.6814857,-5.316412,-2.3874362,-2.0938623,-2.5042744,-4.616846,-5.7972345,-7.229329,4.1348634,-2.9869533,0.45190617,-0.28768843,3.6316226,-1.5986389,-0.5892153,-0.8275844,-0.15340205,-1.7507778,1.9501657,-0.3234153,-3.3683932,2.1844614,-0.809884,2.8924947,0
-0.34564203,-7.855321,1.2508018,11.891325,-1.5643744,9.636439,4.173222,12.547501,5.250081,-0.8900832,-7.042109,2.1385326,1.0896337,-6.1467032,-1.9579929,4.7914534,5.786268,4.7338142,1.6440976,-1.1809442,7.5288925,0.62284225,0.76883084,1.4519076,-2.4355807,0.90145564,0.06605433,5.3964868,-3.3688462,0.5165308,-1.5469048,-1.2638357,-1.7651855,3.514296,-1.8068271,-2.1993759,0.55625206,-0.14065635,2.7902622,-0.27575907,3.7018983,-0.6588783,2.1853914,2.2990768,-0.7648131,1.7377322,3.4738858,0.848944,-1.3676239,-0.75149775,0
13.251084,-2.572855,33.08709,-21.852552,6.063512,-4.635868,12.907779,-1.6994587,18.619476,-3.4314969,-4.138701,-3.4929898,-3.3994064,-0.12084596,4.6209335,-10.855335,-6.171236,2.9630601,3.3258982,3.0144055,-4.0948715,12.458223,-0.082248725,-3.930002,-7.4161935,0.39830473,1.6936988,10.773836,5.581427,-6.780425,1.4364256,-8.650059,0.07063782,-8.083737,4.848356,-2.5489442,4.2848496,-2.517108,-1.2498697,8.209527,1.7002436,-4.344508,6.253398,5.33306,1.876262,-0.20314947,-4.8984923,-6.9768424,-9.309839,0.089153185,0
2.4560869,15.777757,-1.0037197,2.0414732,-0.9269569,13.736516,7.887875,5.967811,-10.552742,7.733185,-6.163358,7.337803,-8.112252,-0.6157088,2.0567713,-2.55591,13.384215,-6.653086,-0.33536676,9.836577,0.32288978,1.4674493,7.360644,3.6790679,-3.170145,-4.9802732,9.76537,-2.0101035,1.1300505,4.560041,10.742993,-9.310989,0.6213193,-7.993339,1.5983311,-5.2015405,-7.134926,2.068892,-6.893266,-6.9208684,5.589447,5.5735755,-0.69723415,8.888948,-7.1874003,0.16075663,4.105225,2.2677,4.004623,-1.1349725,0
7.8064027,10.556319,22.704668,-2.2903175,-2.7297604,-8.662527,4.7958593,4.448686,-10.894998,0.88157296,-8.544841,4.4482064,3.369967,0.66582334,6.2774158,6.4158773,-6.471505,-3.0040348,-2.751988,5.756194,0.14717868,-4.351809,2.217022,2.8818967,-0.382616,3.555926,3.7781286,-1.6966331,-4.641229,-6.3465977,11.345223,-0.06777121,0.89786243,5.0683885,1.523006,0.4908912,-8.987255,11.291718,-0.22058865,-5.0665703,-7.00433,3.4000647,1.4904951,0.27388862,-2.3742664,10.678349,0.1807213,-8.077083,2.0810792,-4.652787,0
-6.393908,7.0959473,-6.025456,1.6052737,5.684422,0.59530747,5.6774354,-1.0469226,4.348619,5.5963745,-2.6963806,2.9150548,2.7492247,-1.414665,-2.270956,4.6161294,4.006334,-6.677197,4.3313017,-1.8148832,-0.033229098,0.09231945,-0.64936376,-0.027247014,-1.5001445,-1.3194506,-1.6610838,-0.7776288,-2.211685,-0.83921486,-1.4336457,1.4597955,1.2509589,1.1807312,-1.2737958,3.532638,3.2896736,-4.526253,-0.31163839,4.0129237,3.500831,-1.5066936,3.2300289,-0.094791636,-1.6992618,0.6079155,0.91162556,1.543721,1.187093,4.412538,0
-14.122651,-0.4235322,0.36268345,-1.2201945,4.9832687,-2.4516687,-2.6231582,7.6130543,0.8765926,8.833902,-1.5106741,0.44084632,-5.0935755,-2.033371,-7.07268,-6.7157245,-0.6601689,1.7657508,-0.94795525,1.2988545,-2.4748406,-4.6594224,0.34545085,3.5154324,-3.7989218,4.344958,1.7094359,-4.7181015,2.441169,2.9157622,-4.138584,5.9462957,5.1239424,1.7529933,2.588974,-0.96058095,-6.842043,0.23775552,0.20995058,-3.3303607,-2.2954674,0.42096958,1.9042408,-2.3196478,-1.2910706,0.43766266,-1.9487398,5.384031,-2.4066212,-3.298061,0
-2.4763894,4.879306,-9.356051,-0.1727718,6.250421,-2.3765907,13.510404,-2.9419115,2.966384,3.3519948,1.6738652,3.4101815,-0.9285515,5.177635,-3.660812,3.0689576,-1.3199906,3.9985185,-2.6896126,7.363965,1.487788,-2.398433,-0.82866186,-2.4633632,-1.6684508,-1.463353,1.738847,0.3922307,0.33172044,-1.2638139,5.0346103,-3.9997404,0.42401376,-0.6123986,-2.9444256,-0.049008593,-0.6053797,2.412498,-1.1452571,1.5478536,4.029403,2.5201097,-0.66808504,-1.5774493,1.3589656,-1.1140904,1.8113532,2.012002,4.161014,1.767691,0
2.4845183,-1.8219099,-4.2879424,0.47448108,13.267718,-4.257748,3.961106,-1.2517813,2.2766318,-5.5721717,1.3279527,3.629478,2.5921497,5.5472198,-6.848799,-1.9296745,-1.5036523,-1.0356896,-0.9109871,1.3037505,-1.8658587,0.4591337,-5.6774025,-4.229765,-0.78090084,3.9828498,1.4157925,0.41365594,2.8153846,0.59489995,3.4826202,-3.563726,2.309864,1.3336017,-5.5234947,0.82425976,2.9106617,-3.1185594,-1.2965132,0.04480321,0.42489195,2.3740683,0.32203183,-0.025728727,-1.8095151,-6.7740912,-2.2086403,-0.5646952,2.4363704,1.1557344,0
0.45681763,13.731586,-1.7518508,7.134899,2.997179,3.1955025,-4.223318,-6.4502788,10.210344,4.0254235,-4.5704536,-1.1480988,0.8457264,6.2152805,6.5937304,1.3774632,3.8412614,4.958748,1.2489463,-7.3797984,3.9984136,3.8596733,-2.3801785,4.89783,-5.5995684,-1.046155,0.54724526,-1.7962706,-8.554712,6.2828526,-4.1389294,1.1007383,2.2746859,-4.3408685,-2.9980147,4.3756847,1.9985307,4.252475,2.4420452,3.410119,-1.0852898,-0.265938,-1.3198072,-4.756489,-1.3463273,-1.8529326,-0.2754141,0.6062904,1.7512938,-0.72965443,0
-4.215156,-7.5587983,-3.7200646,6.584589,5.53416,5.060576,-1.6861434,4.758366,1.4094533,-0.6699535,4.2355046,2.475617,2.247774,-0.5881748,-1.9786992,3.904403,-2.5290887,6.1431303,4.1394477,5.407948,1.6536475,2.6772804,-4.6880336,-0.56840503,2.8056297,1.1280869,1.5457476,-3.932206,-2.9303198,-0.70419854,4.66812,-1.4848979,-0.052101556,-6.176567,1.8947933,-0.4194008,1.1222118,-2.5998871,-5.219015,-3.4329379,4.365449,4.0346537,2.6374466,-5.269549,-2.5016255,2.2610297,0.8467495,-0.19188851,-0.3655123,-4.1588354,0
-1.0163872,-8.259376,0.004303158,3.821747,-4.8420196,-7.5938125,8.928842,-8.269743,4.110232,4.7290416,-6.34351,5.99722,-0.74546236,-3.2939591,-9.586139,-2.2709084,-0.7292339,-1.2974869,0.1851766,-2.0993981,-11.8896475,0.43355522,4.3473797,-6.6406093,-0.018039819,4.774087,0.10533918,-0.8961923,1.5423769,2.9593186,1.7313687,3.7096102,0.36220378,1.7853765,1.4257894,0.28771105,-1.8957494,2.0253847,2.567402,6.5005937,1.8574882,-5.168514,-2.208303,-1.5374813,1.716058,-2.7816827,1.5307167,0.26207504,4.606685,-6.6662593,0
-12.697837,-8.10661,0.8337512,7.229484,3.9055312,10.127379,2.5272985,-1.2403692,-6.316321,-2.3722568,5.1511474,-3.2576756,2.4020746,-1.135236,1.6546359,3.433428,1.6087347,5.742453,-0.38184884,-2.550047,2.9047842,5.1478996,2.1404862,4.1427155,0.3931873,0.40868214,-1.1217955,4.1536927,5.525451,4.495571,-3.1440454,-2.3704438,1.3922496,-0.96844846,1.0820566,-1.3464872,0.7046259,3.7367678,-1.4856887,-0.24877,-3.3448267,-4.81508,-6.0537634,-3.3727994,1.3570133,2.6746707,-0.858548,-0.39327276,2.6461408,-0.51886916,0
-17.45059,-12.055622,1.89398,-3.2463524,-1.1482838,-9.442749,-2.7301168,-0.06649638,-2.2367916,8.149408,2.7594147,-1.9673142,-7.0686016,-1.794009,-6.1651673,-6.198046,3.2974825,-1.9269146,-0.14474064,-2.77967,1.6117774,0.1546054,0.15423171,2.336211,-0.6281768,-3.08491,0.99463636,-1.990105,3.7757547,-0.21486183,-1.7543378,1.651272,2.9261005,-2.7540014,-0.111102946,0.6384573,-1.3697696,-0.40161183,-0.65676904,0.6366968,-5.3472238,-4.397544,-0.109990366,2.0905404,0.29556888,2.806529,0.05738167,0.6964964,-2.3505356,-0.60651463,0
-1.1567235,9.207133,5.880478,7.3802752,0.09786053,-6.9108787,2.6456978,-1.7463055,-8.101069,-5.101221,-1.9976667,-8.463324,-0.9709195,-4.094243,2.0663755,8.654163,-1.1557401,-0.11319339,3.505245,-3.6823301,2.3246558,2.1002367,1.429088,3.064081,0.47520885,0.84141994,-3.7667203,3.9625525,1.6210648,1.5482955,0.58659863,-2.6861393,6.5617795,5.489991,0.34968966,-1.3463012,1.6454463,-0.57045203,2.127597,1.0828164,4.012205,0.7833572,1.4876267,0.74851906,2.407836,-1.0256184,-2.2792041,0.033946525,-0.46560183,-0.07655904,0
6.806253,-9.873661,-2.9349623,13.730642,-3.2066243,14.055763,2.5153375,-3.7106054,-5.150874,-1.349782,0.97175074,-1.136453,-5.375008,-2.6782758,6.62813,1.1894741,2.38806,1.5242119,-0.78933215,-0.50060034,-2.9927,-2.5392122,-4.0091906,-1.2696887,-0.13540614,-2.9277391,0.96858865,0.52766037,-1.3224343,1.3256167,3.699323,-0.7496897,-2.2042038,2.4311395,4.880635,-2.5414174,1.615448,2.7021272,-4.865233,1.3595462,-1.166311,-0.8563936,-0.73096526,-3.9045663,0.062058803,2.1562378,-1.1988876,1.1149294,-4.508674,5.2632127,0
5.583422,-2.9213586,12.326881,-4.741198,-7.392545,-2.5167742,1.0152535,-2.8848708,-0.78369147,4.404704,-2.8600106,-11.992611,16.89741,-4.3159876,-7.068134,-12.717203,0.4673334,6.5781417,-2.7412431,7.809929,-18.092125,5.873488,17.404968,4.2096786,19.97639,-2.880737,-9.266577,-1.6254739,-7.183304,10.965551,-6.822431,-9.441498,0.62938905,-2.458624,-3.6914423,-0.9870067,-6.140515,-7.909228,2.9938056,2.5174806,-11.550131,9.00524,8.959655,-6.050852,7.030983,1.3911481,14.329339,7.6691246,-1.7212633,2.6534789,0
-8.734509,5.3391767,6.925027,-6.02812,5.486334,-0.24185269,7.1646113,-4.7592936,0.27227613,-2.6798189,-1.1785219,-1.8761241,5.6105375,-0.34798244,-0.7502595,5.2248845,3.7140794,1.5121913,-1.5373844,4.0668635,1.0873361,-7.0466056,2.9143894,-3.8882422,-2.0770845,-0.39766186,-2.756345,-1.2796806,-3.2686422,-2.5861564,-2.6656196,-1.4439421,0.25505558,-3.106519,2.483953,-1.9513435,-0.5845016,0.45875028,-0.6785085,2.0751078,3.277139,1.974753,-0.57782155,0.71207505,1.9610584,1.4704472,-2.1702201,-1.4116677,-0.43856937,-0.74834955,0
-1.4496926,3.0103545,-1.4730098,10.6238165,3.445781,0.58571154,6.0012007,-10.060724,2.9441183,-1.0795383,0.65764046,-2.5785997,-4.286408,1.7438256,3.073623,8.096134,-0.41046566,1.6122527,-4.9705596,2.575327,-0.98470646,1.5438298,2.02031,4.0660644,-1.1624588,0.9964305,0.62699735,6.084352,1.3846658,-0.7788627,-0.96094036,-3.6228821,3.3752813,5.818406,2.329328,1.0978601,-0.5759616,4.258597,0.079335436,0.0001441683,-1.7380955,4.170104,-3.808668,2.0190866,3.8474333,-1.9313406,3.333473,3.806721,2.143698,1.7178711,0
-13.595251,-16.076536,3.3008268,5.657049,-1.887276,-5.466282,-3.8184054,-7.236825,6.134392,12.029146,4.5416493,9.601092,-1.0675263,-3.2801044,-3.0783339,-3.3728428,3.5533736,0.87746495,-5.9185247,0.80334914,5.5694547,-0.623958,-2.9071434,0.8853359,2.458079,3.3691638,0.8604066,-0.89285934,4.632829,-2.637129,-0.53542584,-3.4534967,1.4219841,2.226138,-3.1360607,-2.9623928,-1.3788261,1.6144383,1.1553376,4.0400925,1.1713531,1.0247574,2.0983067,-6.035956,-0.8437737,0.5216518,4.5939293,-4.1826267,-0.7570083,1.9622736,0
-10.350172,6.3516097,-11.719338,4.250341,-2.1648285,-0.70194864,-3.8634796,-7.298617,6.106645,1.7973642,-4.912344,-0.94034463,1.6238313,3.623258,-1.4726871,3.953587,-3.8859959,4.7970686,-1.8113394,-1.8883489,-0.68601555,5.165294,-0.1283634,-2.025879,-3.2990954,-1.002747,-4.1258445,3.4513094,-0.5693742,0.39422137,-0.5085877,-2.076231,1.0420041,-5.0686274,-0.592515,-0.506,0.992,-2.5367382,-1.0646524,2.4948907,-2.2939131,-4.110963,1.5931699,1.6375915,-0.067015655,3.0993357,0.70861715,0.3855502,0.65947145,-1.7463084,0
-4.5753884,-6.236676,-16.68824,-10.851325,6.1972585,2.4723213,-3.3129015,2.3069293,-0.40267664,6.5680118,-7.8908067,7.141668,4.5039396,-4.6102514,2.2916975,-0.7757101,-7.181521,2.9750822,3.5872033,-8.224976,0.29835322,-6.4010105,3.3149703,2.3863573,0.09928025,2.8836877,5.1479993,0.9237145,12.979735,-0.08280325,2.4901018,-4.3828716,-6.161688,5.6467633,2.2076595,-0.4818633,-1.6211467,2.2358518,5.2091317,-4.103198,-4.5528183,8.6441145,1.7180125,-0.25070688,1.8303982,1.5552061,-4.8270845,1.1312916,-1.0203166,-1.4616551,0
4.120157,12.771628,0.48794696,-5.1312456,3.7797515,-14.160157,-7.901669,1.785784,1.2754934,-0.25961307,-11.618625,1.4205415,-7.0257597,4.1083775,0.3437717,1.2047266,-1.2152122,7.722409,5.459189,6.0884347,3.963222,2.6864624,-1.8375444,5.1816554,-2.4394088,6.263618,0.84228903,-2.0090427,-3.1584618,0.98582506,5.934485,-3.3729632,6.6576705,-1.7865236,2.9399068,4.011914,-1.2277106,-2.2163355,3.9790227,0.35158625,-1.4740522,4.322229,-8.384704,-2.6201704,3.8634756,-1.854746,1.5932039,-0.51854545,-6.144088,1.7261069,0
-16.418964,-13.416082,1.5775783,-5.3367777,-1.0044599,-3.6531332,-7.1547847,3.6731737,-4.6416664,6.138034,5.4376097,10.061286,-2.8777096,6.3867526,5.5572944,-5.530811,0.27965438,-7.1491413,4.7288694,-3.0862162,2.4862661,-0.3596132,0.6165314,2.6861768,1.2955589,1.5142115,-1.2223207,1.5383215,-3.394546,-8.357994,1.7005271,2.783882,8.102444,-1.1660639,-1.3274974,-3.224144,4.7137337,-2.4254463,4.3463783,-0.4534549,-3.9726048,-0.6472744,-0.6740155,3.3450823,0.48148254,2.3649755,0.013951139,3.304154,-6.6324873,1.1640606,0
-15.151906,22.375324,-6.9495363,3.637253,0.16187127,-2.2215965,-4.210826,-2.3800173,2.929241,-5.9772735,-1.678614,-2.1801405,4.661284,-6.099489,4.076122,-5.786264,-0.12681167,-0.93120193,1.5921174,3.3159168,-1.6524704,0.27513057,-0.3241898,2.158366,-0.14901987,3.1794357,-1.7093418,2.4171128,-0.86910987,0.077352084,-0.6668441,-3.1760495,3.303875,-1.9740568,-2.945454,-4.89732,0.8309176,-0.07755012,-1.2116019,-2.132683,-2.3240502,-0.7447511,2.4005096,1.3233631,-0.5758755,1.0695244,0.36309865,-3.1458638,1.6358382,2.5275316,0
4.4672017,-6.562021,1.1065512,-11.341919,-18.153627,-2.3891027,6.4187875,6.0653276,-4.8957186,3.2741349,-0.31616554,-21.135328,-3.0366352,2.4151192,3.8434074,-12.813438,-0.5042193,-1.616028,-0.10386772,3.3257174,-6.868313,-1.0460243,0.8308629,-0.64183265,-4.4779005,-5.0934196,-2.1730232,-0.727264,-6.541232,-1.526145,-3.741569,-4.3994775,0.84039164,-4.7432394,-5.1305656,6.425284,9.127491,0.92943525,6.483083,-3.7055457,12.924709,4.9981737,-3.5390666,-8.565033,0.3564452,-4.3294144,3.4729784,0.23195565,6.067274,-6.1625824,0
-1.3422447,7.454725,-2.3516011,4.7578373,3.3855345,-4.1547036,7.2705045,10.768202,3.2056115,-0.36216477,-1.1521269,2.9779267,-4.8379984,2.7666593,-3.4204464,-1.133682,-8.259956,7.3128457,9.073561,-1.5982553,7.8693876,0.80987304,1.7952496,-2.2547574,-2.496263,0.7512789,-5.409788,5.920623,-4.3895955,5.4812856,-3.0378563,0.41912714,1.213106,4.3379283,5.2237306,-0.020637192,0.8713801,-1.3527583,4.662436,-1.9368349,2.2865121,1.7156047,3.8974133,4.260579,-6.8991327,-4.8845263,-0.42972955,0.39288127,2.797096,1.1682402,0
-4.779152,-6.4881353,-16.144114,-9.713428,-1.3740608,3.9730544,0.44342127,3.9550686,1.4182456,-1.1370149,-1.5311548,-5.228331,-0.8812442,-2.4449613,4.5186596,6.2904105,-2.2445166,2.4773037,4.833392,1.7302972,-4.28959,-1.9543401,-0.18927993,2.2676463,-4.0213366,-4.2230015,2.6195416,-4.4564414,3.8231187,2.764705,2.7403834,-3.1230593,4.7160406,-0.40426454,-3.7535932,0.7888184,2.7196293,-0.6222263,-0.5489487,-0.521155,-5.6169605,-1.3852565,2.3375225,0.1322134,3.2646666,2.0135565,-4.5589767,1.4221802,1.8092841,0.6384167,0
10.761234,9.108617,-5.8145494,2.4005978,-13.970334,-3.6856642,7.728928,-4.2336907,1.5912164,-0.7354044,-3.8928244,8.847009,-6.569549,3.0315752,-7.454159,-5.849694,-16.342093,-0.21509574,6.971236,0.9573955,0.49253374,-5.4148393,1.6297878,-9.2270775,10.040298,3.265862,2.5551922,2.5489843,-7.677556,4.880158,3.9852293,2.6570117,-1.605185,1.8621184,0.11120684,-7.52782,1.8144346,-2.3230479,1.6744299,8.490652,0.30389997,-4.2765903,7.3001266,-3.3824105,-0.7519448,0.53233165,-5.758996,0.71280336,3.8160162,0.617783,0
-3.1447914,-2.5011597,1.0287203,3.1960287,1.4570775,12.526057,12.162165,-5.5847816,-4.173413,-5.1267147,1.7211018,3.2949667,-1.129831,3.4765992,1.5966083,-0.591347,1.4894664,2.4217885,0.9195503,0.7731714,-1.0641611,2.853627,5.6727176,1.0268697,0.4758173,1.8946564,-0.4903087,-0.1313888,3.5264251,3.3064907,2.8533025,0.17341782,-2.992362,-1.9609915,-3.9462333,0.5569609,-3.2731953,-2.8562894,1.5540249,0.100531615,3.5086355,3.9494889,0.9138751,0.68318105,0.42924848,-1.4291114,0.16464047,-3.9949083,-1.0370059,2.228107,0
-8.9404545,-7.218788,5.4571385,8.135441,5.2852874,2.6761699,7.2923813,5.5459666,0.22695865,4.5300765,3.869486,-1.8129753,4.093541,-1.9813567,-4.6356277,-0.4495596,2.7235065,2.1352704,-0.444202,2.837821,3.3787582,2.6757174,1.5821143,1.0059588,0.8580913,0.65186316,-1.0825514,-1.9495198,5.0813694,-2.4769433,-1.9208633,-4.233968,3.752793,-3.7393465,0.54412574,-1.1793406,1.1133952,2.7673059,1.5736102,2.1942747,1.038587,-2.1319273,-0.0066011394,-0.34484926,2.2330863,-1.0541792,0.7730142,-2.2471943,-0.34560868,-1.5298151,0
-5.0276365,15.486108,-3.3794084,1.2241896,5.9720826,1.6843778,-2.6026208,-4.7492385,2.9349425,-0.50196517,-5.553595,-3.1149445,7.773355,-3.0904384,0.4327987,-2.5621526,0.43560073,-2.8122952,-5.0854683,3.1305327,0.95094067,-2.173036,1.9121258,0.93797946,2.393758,-0.95825,2.147696,-3.5507522,3.2767441,-2.3274221,-9.20055,3.6137948,-2.703331,3.7572412,0.83701235,-1.3566482,4.0912695,3.670122,-0.2624895,-6.3338723,1.9992938,-5.2450323,1.6471936,2.5337906,3.8818483,-2.950385,-0.7733365,-0.87619346,-1.6932123,2.1479204,0
-1.8410902,7.663721,-4.3207426,12.557293,4.639768,-1.6221925,-1.2974437,-1.2304534,-2.3622391,-5.3304477,0.54243445,-5.6330767,-5.544363,-1.6586381,0.7705904,4.539341,-3.0491335,-0.8411333,1.384175,2.0903807,-0.75200063,-1.6353624,-1.5827672,-2.2226439,-0.46263438,-2.982277,-0.08577155,-0.45608175,2.3024735,4.9199867,-3.3094623,-0.41054493,-0.17986093,1.5416054,2.0892658,1.2134835,2.6000316,-0.507662,-1.9350218,3.27812,2.4475791,2.7721019,1.161943,4.395204,0.4758845,1.4622183,2.2234433,1.8030996,0.22963053,3.84707,0
-17.65128,-5.662805,12.143992,1.7420357,5.4763527,-0.59549576,-3.983646,-2.727789,-4.6176286,6.685276,8.013101,0.42422938,-3.4974873,-1.4814651,-3.181209,4.7923226,-8.736814,-3.8331552,-4.260004,2.7587128,2.8942995,-2.0463958,3.8278234,2.0898662,-2.7198179,-0.32367226,-5.5813313,-1.4517065,-4.901534,-2.437914,-0.36492088,2.0042462,2.9242177,2.6849098,0.16486838,8.903177,0.3835228,2.0595732,1.2740825,-3.0796144,-4.8781133,-0.24527468,3.919551,-1.3814265,-4.6878405,0.07347169,-0.098150514,-1.8502957,-0.80183744,2.3854253,0
2.2829711,-4.466015,-8.007115,8.633142,-4.6457086,-5.0272703,-1.3537011,-1.4477465,0.94023395,2.2516305,2.0432146,-3.6655538,-6.214157,-1.6637758,-5.7332935,4.853362,-1.99843,8.358201,2.293526,5.3525496,-1.5554576,0.20792405,0.20049052,-3.796502,-3.3870623,3.2667665,-5.0531044,-1.1209762,-2.41653,-0.105825186,1.3086638,4.1417804,1.4302983,-1.4240212,3.4336734,-0.8566712,0.75968224,0.042418,-4.9920597,-0.13009542,-1.0267282,3.9796503,-0.9427794,0.054023433,3.4158576,-0.31821534,-0.20116793,-0.35881072,2.3541567,1.57408,0
0.594097,6.962197,-5.825824,4.9135942,11.513303,0.9133497,-5.5706134,-1.390093,1.2954624,1.4781272,0.7753542,-1.0221498,0.08740856,1.5054365,1.9106654,1.1059654,-2.5519452,5.610385,0.46895248,-4.509677,1.7408851,6.4640765,-4.5005817,0.39734724,-2.6590717,1.129712,-2.6451714,-1.0930808,4.317603,5.043629,-0.668218,-1.321106,5.547575,-1.9196782,-1.9642388,-0.97926307,3.7217546,0.7515494,-0.03563435,1.433118,1.1630312,-6.7348266,4.713158,3.1477432,-1.6727779,-3.2199652,2.8460977,1.4678904,0.11983674,0.434783,0
-3.937673,19.687624,1.1373179,1.9883766,3.0914164,0.9617355,-3.7410457,-2.5716596,-2.588419,3.5134723,-4.486608,-4.797575,2.1833103,0.19536056,4.828016,-4.6999025,7.6813893,3.9508321,2.0616846,-3.9883816,-3.5951324,-0.6563661,-5.9076247,-1.1063535,-3.14656,1.4646306,-1.1569532,3.4367023,2.81155,-3.0419588,-1.10375,-2.1660278,-2.8660517,0.60364217,-6.6419334,-3.660818,-0.101530455,4.763005,-4.132785,-2.6349494,-6.737762,2.5656223,0.07558798,-0.31245047,-2.0137334,-0.8024525,-0.84872955,2.887876,-3.2035093,2.5287917,0
2.3282862,-2.4411874,-1.1272553,12.887795,4.1963415,-1.9178083,4.8454776,1.920235,-1.670589,-0.28228465,6.4667716,0.017928233,1.1939394,-1.2382293,-5.3457084,-0.1619839,2.7947307,4.4056163,2.466309,2.3465009,1.472974,0.44894657,2.5310392,-1.59086,1.357608,2.7281165,-0.3007547,-2.1215045,2.3550777,1.404696,2.6432347,1.2758423,-2.149076,-2.1570566,-0.48478615,2.3180559,1.7096114,-0.13472708,-0.07698856,2.4493551,0.30899853,2.9008784,1.3826351,0.7680211,4.069448,-2.190071,-0.11987078,2.0381076,1.4136232,-1.0641999,0
0.08890531,-7.3415523,-2.3092396,10.478208,2.32428,7.4074745,-1.1778418,7.5774875,2.150261,-1.8737726,0.34933814,-3.861964,5.70209,0.49812913,-3.5251758,0.07898182,-0.1679111,2.0062582,-0.07084592,1.4126751,-3.9665985,1.1965995,4.651361,0.72589433,1.8494169,-4.0388684,-1.0095962,0.944726,0.691355,0.16021612,5.0358515,0.57015336,2.8784482,-0.615137,1.2548937,-0.23966917,0.37991652,0.6337992,-2.8478541,-0.56719095,-1.6382701,-0.03696119,-2.6317244,1.2113812,0.3645718,3.928985,-1.2408214,0.560452,-2.3043578,-1.9010617,0
